,Emp34Id,EmpLastName,EmpFirstName,EmpLocationDesc,facility_city,facility_state,facility_zip,EmpDepartment,EmpDepartmentName,EmpPositionDesc,MgrTitle,Mgr34Id,EmpRNExperienceDate,latitude,longitude
213332,d665d6f1-287f-4c44-96a9-2200cd058750,Witting,Sovanna,St Marks Hospital,Salt Lake City,UT,84124.0,76316,Radiology Nuclear Med,Nuclear Medicine Technologist,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
213352,ba1a70ba-78b0-4570-99d3-34b32cb299a5,Von,Sadruddin,Lone Peak Hospital,Draper,UT,84020.0,72814,Rad Diag,Imaging Technologist,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
213365,c788ddaa-295b-4f42-a009-bcad54aa2df3,Batz,Janulee,Ogden Regional Medical Center,Ogden,UT,84405.0,73417,MRI,MRI Technologist PRN,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
213378,977a160d-ef47-4ea6-962c-5814630e9185,Schaefer,Laurencio,Ogden Regional Medical Center,Ogden,UT,84405.0,79417,FSED Imaging,Ultrasound Technologist PRN,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
213411,9735eaab-6433-4ce9-8f90-8277e791534b,Kuhlman,Nikie,St Marks Hospital,Salt Lake City,UT,84124.0,74316,Radiology Angiography,Interventional Rad level IV,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
213427,5e1505db-000f-4a20-ad00-2737474cd065,Johnston,Tinu,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Technician II,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
213500,c749af2d-409a-4b2e-8aba-35ad0577b502,Hermiston,Ramere,Lakeview Hospital,Bountiful,UT,84010.0,71220,Pharmacy,Pharmacy Technician II,Dir Pharmacy,0e0f349a-e20b-41b2-a930-471681e7534a,,40.8775,-111.8727
213644,7563d768-3e92-4147-b8f7-ad5740e226fa,Purdy,Bb2-andriana,Ogden Regional Medical Center,Ogden,UT,84405.0,75017,Echocardiography,Echo/Vascular Tech I PRN,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
213678,68b84a19-0cdd-4532-aaab-9d39945b5a49,Gutkowski,Arkavia,St Marks Hospital,Salt Lake City,UT,84124.0,73916,Vascular Lab,Echo/Vascular Tech I PRN,Mgr Ultrasound Vascular,3efa211b-ddf4-42a8-8062-8905c8df2752,,40.6772,-111.8133
213748,0e675999-723b-476d-953e-16832f4ace79,Predovic,Ludolf,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,Surgical Technologist OB PRN,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,,40.5046,-111.881
213782,e2592513-1d85-44b9-ba76-e32ef13dfbb2,Rippin,Risper,Ogden Regional Medical Center,Ogden,UT,84405.0,75017,Echocardiography,Echo/Vascular Tech II,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
213797,48a3ccd7-ac9b-49da-b928-91c63523646e,Nolan,Yoshep,Timpanogos Regional Medical Ct,Orem,UT,84059.0,72818,Radiology,Imaging Technologist,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
213805,5eae941b-73f9-4f78-8c35-cf7b7b95ecdd,Pouros,Vonche,St Marks Hospital,Salt Lake City,UT,84124.0,72616,Radiology CT Scanner,CT Technologist 7/7,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
213815,2986775f-e6d3-4fd4-bc34-e0c6e1bf84a8,Williamson,Charity,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,Surgical Technologist OB,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,,40.5046,-111.881
213901,98d2d414-9a42-42c8-9082-6e8eea92d9f1,Vandervort,Dorethea,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,Surgical Technologist OB PRN,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,,40.5046,-111.881
213930,48bb7740-9d07-405f-9aec-54e3bac16b28,Johnson,Corey-on,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Technologist II PRN,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
213934,69fb49ad-a794-4b28-ade1-76eb2736ac84,Hintz,Traeson,St Marks Hospital,Salt Lake City,UT,84124.0,73416,MRI,MRI Technologist 7/7,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
213978,a0db4f47-0aa8-4c54-bb9a-b478d8cff8e4,Barrows,Laconya,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70118,Surgery,Surgical Tech Svcs Specialist,Dir Surgical Svcs,932e1d5b-faf6-40ee-9de9-ca3c5a1c246b,,40.177,-111.536
214007,e45d8837-56b5-46c2-8cbc-68c6b2b94902,Bernier,Mather,Ogden Regional Medical Center,Ogden,UT,84405.0,66017,Family Birth Place,Surgical Technologist OB,Mgr Womens/Childrens Svcs,befe6fff-e98b-4302-bc6c-576875eaab87,,41.1739,-111.9809
214020,8d246360-4996-4482-9d8a-b0c96bd75229,Hilpert,Yanetzi,St Marks Hospital,Salt Lake City,UT,84124.0,75116,OP Echocardiology,Echo/Vascular Tech II,Dir Cardiovascular Svcs,f8e78880-a45f-45d1-ab3c-53306ddea554,,40.6772,-111.8133
214030,5da65656-ebb5-464a-8348-d8678e631ee8,Harris,Enrico,Lone Peak Hospital,Draper,UT,84020.0,70114,Surgery,Surgical Technologist III,Mgr Surgery,ab3e867b-4ed5-4d07-88c0-399a23ba2147,,40.5046,-111.881
214047,38ee06a4-3f53-4e74-af2e-bbe158129e81,Bogisich,Eliza,Timpanogos Regional Medical Ct,Orem,UT,84059.0,66018,Mother Baby,Surgical Technologist OB,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,,40.177,-111.536
214101,ee6976ed-f8ab-4712-a19b-172c8d4c80cb,Keeling,Cassidee,St Marks Hospital,Salt Lake City,UT,84124.0,77716,Rehab Therapy,Physical Therapist Asst PRN,Dir Rehab Svcs,,,40.6772,-111.8133
214103,00b61b0c-266e-474a-8ec5-7bfa13aa7af8,Jones,Olamilaken,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Technologist PRN,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
214139,26497ef5-3213-4ef2-9d6c-f1fdf25cb5f5,Bradtke,Terrinika,Lone Peak Hospital,Draper,UT,84020.0,75014,Echo,Echo/Vascular Tech I,Mgr Cardiac Cath Lab,bd31cbbe-fc40-46cf-893e-d2769fa1535b,,40.5046,-111.881
214179,6e087f4a-30b6-4b41-b100-d44f1788ecfe,Jacobs,Sharyne,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Imaging Technologist,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
214265,0674d635-9afd-429d-acf0-758d08ba8fe8,Towne,Dagan,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Technologist,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
214326,3e64e2aa-218d-4265-b310-37d1b4ef11e1,Christiansen,Arlesia,Ogden Regional Medical Center,Ogden,UT,84405.0,73217,Pathology,Histo Technician Nonreg PRN,Dir Laboratory,,,41.1739,-111.9809
214340,0bbfd925-978c-4b96-99cb-f2b4fba94221,Zulauf,Kemauri,Ogden Regional Medical Center,Ogden,UT,84405.0,75017,Echocardiography,Echo/Vascular Tech II PRN,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
214386,932582f0-333e-4504-aaa6-9a64209a11f3,McClure,Nergiz,Ogden Regional Medical Center,Ogden,UT,84405.0,71217,Pharmacy,Pharmacy Technician II,Dir Pharmacy,b5ec6aaa-3deb-4e09-a21f-cbe0ba0544c1,,41.1739,-111.9809
214394,b7d2d686-6adf-48a5-8e8f-dff5fa366ce3,Hoeger,Hermanise,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Tech Lead,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
214450,f1ab5024-b1f4-411f-b5cc-d1388de74b0e,Wuckert,Esmiriam,Lone Peak Hospital,Draper,UT,84020.0,72814,Rad Diag,Imaging Technologist,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
214495,0bcc8bdf-c2c1-454c-a785-78a8a1a03b40,D'Amore,Orianna,Lone Peak Hospital,Draper,UT,84020.0,70714,Labor Delivery,Surgical Technologist OB,Mgr L&D,108c8e6d-4f0d-45ad-b0fa-1c17c26f75b5,,40.5046,-111.881
214524,54fc103d-2f8a-40a1-a651-a09d06a296a1,Schuster,Delicier,Lakeview Hospital,Bountiful,UT,84010.0,66020,Womens Spec  Care,Surgical Technologist OB,Dir Womens Svcs,8461e3ad-a0b5-4d68-b3f6-f7c913d1ac84,,40.8775,-111.8727
214581,c43642e5-d476-419f-b762-3362c25ea65b,Adams,Kaidin,Lakeview Hospital,Bountiful,UT,84010.0,66020,Womens Spec  Care,Surgical Technologist OB,Dir Womens Svcs,8461e3ad-a0b5-4d68-b3f6-f7c913d1ac84,,40.8775,-111.8727
214656,63691fbe-2320-4ee9-9606-1d58dd92866d,Mitchell,Datrick,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surgical Technologist Cert II,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
214663,814208d8-fa4b-42c5-9e29-9559def97715,Parisian,Kamleigh,St Marks Hospital,Salt Lake City,UT,84124.0,75116,OP Echocardiology,Echo/Vascular Tech I,Dir Cardiovascular Svcs,f8e78880-a45f-45d1-ab3c-53306ddea554,,40.6772,-111.8133
214686,f5fe6eac-4153-429c-afc0-aa9ad23ae4c3,Trantow,Latania,Timpanogos Regional Medical Ct,Orem,UT,84059.0,74418,EKG,Echocardiographer II PRN,Dir Respiratory Therapy,1aea2efd-3fe4-4a5e-b11b-8677f3fa17af,,40.177,-111.536
214695,54ffe772-53f9-40fe-ac4a-04315968f412,Cartwright,Iracely,Ogden Regional Medical Center,Ogden,UT,84405.0,75017,Echocardiography,Echo/Vascular Tech III,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
214701,73fdec12-4ff7-4941-8a48-b61cabad04f1,Dibbert,Sheneque,Lone Peak Hospital,Draper,UT,84020.0,74614,Cath Lab,Cath Lab Tech I,Mgr Cardiac Cath Lab,bd31cbbe-fc40-46cf-893e-d2769fa1535b,,40.5046,-111.881
214720,d3426ab2-2666-4d95-8f60-3be3b831d501,Price,Chylee,Lakeview Hospital,Bountiful,UT,84010.0,66020,Womens Spec  Care,Surgical Technologist OB PRN,Dir Womens Svcs,8461e3ad-a0b5-4d68-b3f6-f7c913d1ac84,,40.8775,-111.8727
214724,d90ecd65-c944-49e8-9db0-6757877830d6,Altenwerth,Ardarius,Timpanogos Regional Medical Ct,Orem,UT,84059.0,73418,MRI,CT/MRI Technician PRN,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
214744,582d524e-27a1-4a2d-85de-0bc55f72b843,Flatley,Marchae,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Tech II 7/7,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
214745,a6229a65-8e8d-45af-b63f-471e6289a556,Rolfson,Tanjaniqua,Lakeview Hospital,Bountiful,UT,84010.0,72820,Radiology,Imaging Technologist 7/7,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
214777,6e6d1b36-d957-4a33-a6c3-6306845949be,Konopelski,Federico,Ogden Regional Medical Center,Ogden,UT,84405.0,76317,Nuclear Medicine,Nuclear Medicine Technol PRN,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
214779,b40ad374-134c-483e-9045-643f5a0759d2,Kunde,Briston,Ogden Regional Medical Center,Ogden,UT,84405.0,76217,Therapy Services,Physical Therapist Asst PRN,Dir Physical Therapy,be7b62ac-628d-4d2e-8447-c1896bc6fae9,,41.1739,-111.9809
214813,e9c71218-b498-47b2-ba19-354a635a562d,Reilly,Ayteveld,Lone Peak Hospital,Draper,UT,84020.0,72614,Rad CT,CT Technologist,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
214816,194063c5-72eb-40e2-92df-14361a889371,Lemke,Subash,St Marks Hospital,Salt Lake City,UT,84124.0,73416,MRI,MRI Technologist 7/7,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
214876,fdb1152f-84ef-49c0-bd09-30f27b47f2a9,Herzog,Upendar,Ogden Regional Medical Center,Ogden,UT,84405.0,72917,Ultrasound,Ultrasound Technologist PRN,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
214912,381d1560-a9d1-4cd2-a8bc-e3666a05eb90,O'Connell,Lurbi,Timpanogos Regional Medical Ct,Orem,UT,84059.0,66018,Mother Baby,Surgical Technologist OB,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,,40.177,-111.536
214970,85f30420-8031-4b13-b3b5-3019ad79510f,Bayer,Umat,Lakeview Hospital,Bountiful,UT,84010.0,72620,Ct Scanner,CT Technologist PRN,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
215013,1b7bcc9f-1811-4d29-9e51-3b185d12e036,Wolff,Bryn,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Technician II,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
215047,c6c7ea31-3f52-428a-917c-93d27ca6310e,Casper,Sherquanna,Lone Peak Hospital,Draper,UT,84020.0,70114,Surgery,Surgical Technologist PRN,Mgr Surgery,ab3e867b-4ed5-4d07-88c0-399a23ba2147,,40.5046,-111.881
215053,664270d8-581b-4dee-a643-6e08f342627d,Wunsch,Anthrice,Ogden Regional Medical Center,Ogden,UT,84405.0,70117,Operating Room,Surgical Technologist II,Mgr Surgery,be912d8d-8331-4dcf-ada3-dce7b0113685,,41.1739,-111.9809
215067,c719d457-0420-4c29-b169-f10cc40780f0,Balistreri,Judith,Ogden Regional Medical Center,Ogden,UT,84405.0,71217,Pharmacy,Pharmacy Technician,Dir Pharmacy,b5ec6aaa-3deb-4e09-a21f-cbe0ba0544c1,,41.1739,-111.9809
215118,d6c83d4f-23a0-45e3-bc5b-859128a15069,Schmitt,Taffy,Timpanogos Regional Medical Ct,Orem,UT,84059.0,76318,Nuclear Medicine,Nuclear Medicine Technol PRN,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
215125,b4e3dca9-212b-463a-b3d1-97ae1ee51c42,Harvey,Adolphe,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Imaging Technologist PRN,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
215253,8f0caaa1-a310-4fb5-925b-942b51d9470f,Murphy,Bb-brittany,St Marks Hospital,Salt Lake City,UT,84124.0,73416,MRI,MRI Technologist 7/7,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
215277,18fa0066-77eb-45cd-b97c-de09eb8bd718,Sporer,Mikerline,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surg Technologist Cert III PRN,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
215364,ec6f0948-87c0-4594-8415-2962b7ab7e2f,Effertz,Vanshawn,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Tech II 7/7,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
215374,7e7c428c-0758-411e-a95a-004c32a21a2e,Tremblay,Deshaun,Timpanogos Regional Medical Ct,Orem,UT,84059.0,72918,Ultrasound,Ultrasound Technologist PRN,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
215411,81b0a1a3-35af-4c3f-9033-924721506624,Brekke,Clarence,St Marks Hospital,Salt Lake City,UT,84124.0,72616,Radiology CT Scanner,CT Technologist,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
215414,deffb6c6-54b8-4d9b-afdc-f33c9d1f482c,MacGyver,Kearstin,Ogden Regional Medical Center,Ogden,UT,84405.0,71217,Pharmacy,Pharm Tech Lead,Dir Pharmacy,b5ec6aaa-3deb-4e09-a21f-cbe0ba0544c1,,41.1739,-111.9809
215425,aea2de37-13d6-4d1d-8d64-4e19e2676e6d,Cummerata,Verla,Lakeview Hospital,Bountiful,UT,84010.0,74620,Cardiac Cath Lab,Cath Lab Tech II,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
215452,4f45c535-31f6-4538-bdd0-3015c33da797,Christiansen,Bb-klarissa,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surgical Tech Svcs Specialist,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
215506,e3d512dd-69ff-4488-b4a6-0e14ef759300,Wiegand,Maphise,Lakeview Hospital,Bountiful,UT,84010.0,75020,Echosonography,Echo/Vascular Tech I PRN,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
215538,fd066398-4fe1-4c28-b2e7-ad7931824710,Hammes,Detriell,Timpanogos Regional Medical Ct,Orem,UT,84059.0,79418,Westlake Imaging,Ultrasound Technologist PRN,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
215605,d12eb9ea-00a3-466c-aecc-2d48f777e3cd,Feil,Sharleda,Brigham City Comm Hospital,Brigham City,UT,84302.0,76219,Therapy Services,Physical Therapist Asst PRN,Dir Cardiopulm Rehab/PT/ST,29e85b7f-4fa7-45bd-8cda-cb5758f74db5,,41.5079,-112.0152
215659,c38d3701-012e-47a1-8f48-b49fa09ecda7,Nienow,Trelawney,St Marks Hospital,Salt Lake City,UT,84124.0,72716,Taylorsville Imaging,CT Technologist PRN,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
215668,c8eac31b-59a9-4de7-969a-6cc162364ce1,Hackett,Z'iarre,St Marks Hospital,Salt Lake City,UT,84124.0,70716,Patient Unit L&D,Surgical Technologist OB,Mgr L&D,f545e04b-8a2a-49e3-8a54-ab596d5a8544,,40.6772,-111.8133
215704,3b4f71c3-1591-4d14-9a43-492e669ae9b8,Kuvalis,Tris,Lone Peak Hospital,Draper,UT,84020.0,72614,Rad CT,CT Technologist PRN,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
215736,45df3f47-659f-478c-8084-39a3a52e984a,Bernier,Melita,St Marks Hospital,Salt Lake City,UT,84124.0,73216,Pathology Histology,Histology Technician Nonreg,Mgr Laboratory,e9076df4-01ce-4a3f-b725-7c3d5723f197,,40.6772,-111.8133
215780,ceade933-a9f8-43e2-bc57-58e9515e8f82,Cruickshank,Doylis,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Technician Specialist,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
215796,af319084-ab17-41b3-a935-a2437cf772ac,Hane,Lonyaa,Lakeview Hospital,Bountiful,UT,84010.0,77420,Physical Therapy-Outpatient,Physical Therapist Asst,Dir Rehab/Outpatient Svcs,b33fd78f-6ecf-4610-8236-492ada9285a4,,40.8775,-111.8727
215832,47f332a4-94a8-4008-ab33-de13d895211f,Hegmann,Kirlilah,Brigham City Comm Hospital,Brigham City,UT,84302.0,70119,Operating Room,Surgical Technologist II,Dir Surgical Svcs,f64733e1-0559-4dcf-88e4-f81bc85d3443,,41.5079,-112.0152
215839,520a3575-0097-46e4-942b-8c1468d1fbde,Schultz,Guilaine,Ogden Regional Medical Center,Ogden,UT,84405.0,72917,Ultrasound,Ultrasound Technologist PRN,Dir Oncology,1743d4a7-71bc-45b7-b41d-e539f9ddbafd,,41.1739,-111.9809
215869,a369e964-e1b9-4f67-bb5b-32ab3f8f86f1,Daugherty,Maury,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surgical Tech Svcs Specialist,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
215960,69f2c804-9e77-4155-97d9-08ab72567b2c,Glover,Noah,Ogden Regional Medical Center,Ogden,UT,84405.0,72617,CAT Scan,CT Technologist PRN,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
215998,144532d1-4d7a-4732-abd5-bef15ee021a3,Cummings,Yahima,St Marks Hospital,Salt Lake City,UT,84124.0,73916,Vascular Lab,Echo/Vascular Tech III,Mgr Ultrasound Vascular,3efa211b-ddf4-42a8-8062-8905c8df2752,,40.6772,-111.8133
216088,5671ec57-951c-4289-81f4-ff14683531cc,Ullrich,Antoria,Ogden Regional Medical Center,Ogden,UT,84405.0,74617,Invasive Cardiology,Cath Lab Tech Level I,Dir Cardiovascular Svcs,f1d187b7-ff97-486f-86fe-2221ffb73df6,,41.1739,-111.9809
216141,dd46271f-ee9f-408c-8e15-fe59c95b368a,Anderson,Beteena,St Marks Hospital,Salt Lake City,UT,84124.0,70116,Surgery Care,Surg Technologist Cert III PRN,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
216181,cdb144c5-a1a1-475e-94e4-b4284e44d36d,Sporer,Bb-keri,Timpanogos Regional Medical Ct,Orem,UT,84059.0,70718,Labor & Delivery,Surgical Technologist OB PRN,Dir Womens Svcs,19557587-605c-4bb4-bd14-0f10e63a7a9c,,40.177,-111.536
216430,85f20e95-5305-4466-8791-95b74751b7ad,Yost,Aydin,Lakeview Hospital,Bountiful,UT,84010.0,73420,MRI,MRI Technologist,Dir Diagnostic Imaging,d5049361-8cb5-4ea2-82ad-dbd14bd69c70,,40.8775,-111.8727
216482,ee29cbd5-bd8e-4ee4-892b-b13ac300b461,Marks,Therry,Lone Peak Hospital,Draper,UT,84020.0,75014,Echo,Echo/Vascular Tech I PRN,Mgr Cardiac Cath Lab,bd31cbbe-fc40-46cf-893e-d2769fa1535b,,40.5046,-111.881
216566,188c71ca-0d18-44e7-8d25-e6ed3fe174d9,Barrows,Annis,St Marks Hospital,Salt Lake City,UT,84124.0,71216,Pharmacy,Pharmacy Tech II 7/7,Dir Pharmacy,0f52d161-f204-4ddf-b2b6-e2d4e47aa65f,,40.6772,-111.8133
216593,5d124ba7-57cd-4604-8d76-f5bec55de4a1,Feil,Stanford,Timpanogos Regional Medical Ct,Orem,UT,84059.0,76318,Nuclear Medicine,Nuclear Medicine Technol PRN,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
216730,c9e5504c-1453-4328-a691-6791289bb652,Rempel,Jetaun,Brigham City Comm Hospital,Brigham City,UT,84302.0,75519,Wound Care,Cert Hyperbaric Technologist,Dir Hyperbaric/Wound Care,e2bc618c-6b61-4dfe-989a-49c7da985528,,41.5079,-112.0152
216746,94ecbfdd-c4f7-429e-b93b-120ac4c1929c,Wilkinson,Lanieyah,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Img Tech Sr,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
216800,8379bcd9-9e62-4186-8623-354140a0f364,Ebert,Daneija,Timpanogos Regional Medical Ct,Orem,UT,84059.0,72918,Ultrasound,Ultrasound Technologist PRN,Dir Diagnostic Imaging,52bf4b79-e0c3-421c-b1e8-af2632b83989,,40.177,-111.536
216823,b120b024-f7ec-48e3-9354-f1867e73c687,Waelchi,Thuan,Ogden Regional Medical Center,Ogden,UT,84405.0,78017,Emergency Department,Paramedic ED PRN,Mgr Emergency Svcs,0a5616b3-b9ac-4fe5-a764-327c0a4d01fe,,41.1739,-111.9809
216824,3c950772-2b93-41d4-a1e9-2a6199789ef5,Robel,Ledwello,St Marks Hospital,Salt Lake City,UT,84124.0,74616,Cardiac Cath Lab,Cath Lab Tech III PRN,Dir Cardiac Cath Lab,146568a3-0669-432e-9baa-3fcd68df43e2,,40.6772,-111.8133
216834,8f7b2087-e1dc-47c9-9703-914aa318fc24,Rice,Vannaly,Lakeview Hospital,Bountiful,UT,84010.0,70120,Operating Room,Surgical Tech Svcs Specialist,Mgr Surgery,b064c938-95d6-42e4-af61-305d79983f0f,,40.8775,-111.8727
216864,1abfdd45-1ac5-40ce-b610-35630e250370,Mohr,Deepali,St Marks Hospital,Salt Lake City,UT,84124.0,78516,SMH Surg Center 45th South,Surgical Technologist III PRN,Dir Surgery,c5b0b70e-68e2-459d-bab7-2f5a8a679819,,40.6772,-111.8133
216895,86e19d87-4d18-441f-93f6-4e8359c0835a,Moen,Daoust,Lone Peak Hospital,Draper,UT,84020.0,76314,Rad NM,Nuclear Medicine Technologist,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
216940,0d995de6-db6e-4663-8853-6921c68ae769,Leffler,Talina,Ogden Regional Medical Center,Ogden,UT,84405.0,72817,Diagnostic Radiology,Imaging Technologist,Mgr Diagnostic Imaging,aefaa684-2197-4884-83af-7f8b153b761e,,41.1739,-111.9809
216978,6bb41dc4-cf20-4eee-813d-0b4b98184660,Miller,Ciceli,St Marks Hospital,Salt Lake City,UT,84124.0,72816,Radiology Diagnostic,Imaging Technologist PRN,Mgr Diagnostic Imaging,5ca26afa-4544-4686-85e3-13f0cd92dceb,,40.6772,-111.8133
217005,ed6f0015-bc7d-4dac-821f-2f5eb6be216b,Bergstrom,Kalmon,Lakeview Hospital,Bountiful,UT,84010.0,73120,Wound Care,Cert Hyperbaric Tech Lead,Dir Rehab/Outpatient Svcs,b33fd78f-6ecf-4610-8236-492ada9285a4,,40.8775,-111.8727
217010,489df780-c126-4d9b-a567-95b3ba7126c1,Braun,Danerius,Lakeview Hospital,Bountiful,UT,84010.0,71220,Pharmacy,Pharmacy Technician II,Dir Pharmacy,0e0f349a-e20b-41b2-a930-471681e7534a,,40.8775,-111.8727
217038,55f0f5ef-fa26-46e5-bd93-035fefb6477b,Effertz,Ebba,Lone Peak Hospital,Draper,UT,84020.0,72914,Rad US,Ultrasound Technologist PRN,Dir Diagnostic Imaging,17db08cc-c88b-43f6-b433-7b0d36a422e9,,40.5046,-111.881
